"Licenced Businesses"
"OBJECTID","ADDRESS","COMDISTNM","COMDISTCD","GETBUSID","EXP_DT","FIRST_ISS_DT","JOBSTATUSDESC","TRADENAME","WEBLCNCTYPEDESC","GLOBALID","LOAD_DATE","HOMEOCCIND","GLOBALID_GUID","lookupDistance"
"35138","UNAVAILABLE","AUBURN BAY                              ","AUB","16384695","1725946226000","1694410226000","Licensed","BRIGHT SPARKS MONTESSORI ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX456444546}","1697852496000","Y","null","6,173.80"
"26751","UNAVAILABLE","AUBURN BAY                              ","AUB","16381105","1728193085000","1696657086000","Licensed","HAPPY KIDS DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX454913373}","1697852496000","Y","null","6,173.80"
"33761","UNAVAILABLE","AUBURN BAY                              ","AUB","16293581","1709703019000","1678167020000","Licensed","CANDACE'S DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX419924575}","1697852496000","Y","null","6,173.80"
"22589","UNAVAILABLE","AUBURN BAY                              ","AUB","16386807","1726920949000","1695384949000","Licensed","HAPPY PANDA DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX457465604}","1697852496000","Y","null","6,173.80"
"22849","UNAVAILABLE","AUBURN BAY                              ","AUB","16267544","1707747309000","1676297709000","Licensed","MITALIS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412446220}","1697852496000","Y","null","6,173.80"
"32078","UNAVAILABLE","AUBURN BAY                              ","AUB","16269599","1705469425000","1674019825000","Licensed","MY LITTLE TOWN DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX413075489}","1697852496000","Y","null","6,173.80"
"34779","UNAVAILABLE","AUBURN BAY                              ","AUB","16266041","1704691830000","1673242230000","Pending Renewal","BRIGHT STEPS LEARNING CENTRE ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412166239}","1697852496000","Y","null","6,173.80"
"28545","UNAVAILABLE","AUBURN BAY                              ","AUB","16308702","1712046520000","1680510520000","Licensed","LITTLE ANGELS DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424464350}","1697852496000","Y","null","6,173.80"
"35618","UNAVAILABLE","AUBURN BAY                              ","AUB","16370496","1724251020000","1692715020000","Licensed","LAMBS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX449792980}","1697852496000","Y","null","6,173.80"
"31937","UNAVAILABLE","AUBURN BAY                              ","AUB","16276248","1707802210000","1676352610000","Licensed","BEFORE AND AFTER SCHOOL CARE ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX415153681}","1697852496000","Y","null","6,173.80"
"33657","UNAVAILABLE","AUBURN BAY                              ","AUB","16266447","1704691833000","1673242233000","Pending Renewal","LAUGH AND LEARN DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412254822}","1697852496000","Y","null","6,173.80"
"36453","UNAVAILABLE","AUBURN BAY                              ","AUB","16363319","1724239885000","1692703885000","Licensed","CHARLENE'S PRESCHOOL","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX446867062}","1697852496000","Y","null","6,173.80"
"30894","UNAVAILABLE","AUBURN BAY                              ","AUB","16309866","1714031332000","1682495332000","Licensed","CC","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424788691}","1697852496000","Y","null","6,173.80"
"26671","UNAVAILABLE","AUBURN BAY                              ","AUB","16297822","1709184616000","1677648616000","Licensed","BEFORE AND AFTER SCHOOL CARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX420869505}","1697852496000","Y","null","6,173.80"
"22197","UNAVAILABLE","AUBURN BAY                              ","AUB","16275307","1705901430000","1674451830000","Licensed","UNDER THE SUN DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX414691365}","1697852496000","Y","null","6,173.80"
"21602","UNAVAILABLE","AUBURN BAY                              ","AUB","16288441","1707715848000","1676266248000","Licensed","CARE BEAR CHILD CARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX418474977}","1697852496000","Y","null","6,173.80"
"32351","UNAVAILABLE","QUEENSLAND                              ","QLD","16309601","1714821168000","1683285169000","Licensed","CINDI DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424727505}","1697852496000","Y","null","6,258.45"
"32086","UNAVAILABLE","RIVERBEND                               ","RIV","16278483","1706506221000","1675056621000","Licensed","LINDA DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX415724668}","1697852496000","Y","null","6,574.83"
"35800","UNAVAILABLE","RIVERBEND                               ","RIV","16356651","1720503073000","1688967073000","Licensed","HODGKINS MANOR","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX444168533}","1697852496000","Y","null","6,574.83"
"25781","UNAVAILABLE","RIVERBEND                               ","RIV","16299083","1709616651000","1678080651000","Licensed","VALS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421191379}","1697852496000","Y","null","6,574.83"
"25906","UNAVAILABLE","OGDEN                                   ","OGD","16301418","1710845829000","1679309829000","Licensed","CHILDCARE ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421715392}","1697852496000","Y","null","7,275.58"
"31766","UNAVAILABLE","OGDEN                                   ","OGD","16292344","1708407037000","1676957437000","Licensed","TERI'S DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX419558306}","1697852496000","Y","null","7,275.58"
"34547","UNAVAILABLE","OGDEN                                   ","OGD","16267254","1704691837000","1673242238000","Pending Renewal","DIANES DAY HOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412389568}","1697852496000","Y","null","7,275.58"
"21395","UNAVAILABLE","LAKE BONAVISTA                          ","LKB","16270910","1705296702000","1673847102000","Pending Renewal","JANIS DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX413378722}","1697852496000","Y","null","8,255.09"
"32778","UNAVAILABLE","LAKE BONAVISTA                          ","LKB","16268831","1708446511000","1676996911000","Licensed","LINDSEYS HOUSE ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412905989}","1697852496000","Y","null","8,255.09"
"21455","UNAVAILABLE","SETON","SET","16268963","1705296682000","1673847082000","Pending Renewal","PRIVATE DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412917794}","1697852496000","Y","null","8,262.39"
"26936","UNAVAILABLE","SETON","SET","16387110","1727432335000","1695896335000","Licensed","HOPEALIVE CHILD CARE ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX457605807}","1697852496000","Y","null","8,262.39"
"33615","UNAVAILABLE","CRANSTON                                ","CRA","16265357","1704691825000","1673242225000","Pending Renewal","STACIES DAY-HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX411998122}","1697852496000","Y","null","8,286.59"
"33386","UNAVAILABLE","CRANSTON                                ","CRA","16302242","1710418317000","1678882317000","Licensed","CHILDCARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421984657}","1697852496000","Y","null","8,286.59"
"25961","UNAVAILABLE","CRANSTON                                ","CRA","16299109","1709616652000","1678080652000","Licensed","THE HANGOUT","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421194020}","1697852496000","Y","null","8,286.59"
"28674","UNAVAILABLE","CRANSTON                                ","CRA","16308686","1715685551000","1684149551000","Licensed","GRAMMA LEES DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424461468}","1697852496000","Y","null","8,286.59"
"25594","UNAVAILABLE","CRANSTON                                ","CRA","16299364","1713281569000","1681745570000","Licensed","BELLAS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421225401}","1697852496000","Y","null","8,286.59"
"21444","UNAVAILABLE","CRANSTON                                ","CRA","16268419","1705296674000","1673847074000","Pending Renewal","HAPPY ABBY DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412701842}","1697852496000","Y","null","8,286.59"
"25465","UNAVAILABLE","CRANSTON                                ","CRA","16305013","1713865469000","1682329470000","Licensed","LIL MONKEYS DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423170995}","1697852496000","Y","null","8,286.59"
"36545","UNAVAILABLE","CRANSTON                                ","CRA","16269433","1704691840000","1673242240000","Pending Renewal","STEPHANIES PLAY CARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX413036328}","1697852496000","Y","null","8,286.59"
"26315","UNAVAILABLE","CRANSTON                                ","CRA","16291726","1708616083000","1677166483000","Licensed","DUCKLINGS (THE)","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX419299596}","1697852496000","Y","null","8,286.59"
"25734","UNAVAILABLE","CRANSTON                                ","CRA","16304891","1711524410000","1679988410000","Licensed","BRITNEYS DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423142835}","1697852496000","Y","null","8,286.59"
"35114","UNAVAILABLE","CRANSTON                                ","CRA","16308330","1715685130000","1684149130000","Licensed","100 ACRE WOOD","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424319213}","1697852496000","Y","null","8,286.59"
"32203","UNAVAILABLE","CRANSTON                                ","CRA","16267478","1708610301000","1677160701000","Licensed","CATHLEEN PRIVATE DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412439964}","1697852496000","Y","null","8,286.59"
"26063","UNAVAILABLE","CRANSTON                                ","CRA","16274953","1705901427000","1674451827000","Licensed","SARAH DAY HOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX414614426}","1697852496000","Y","null","8,286.59"
"25828","UNAVAILABLE","CRANSTON                                ","CRA","16299315","1709616652000","1678080652000","Licensed","LITTLE GIANTS BILINGUAL DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421223589}","1697852496000","Y","null","8,286.59"
"25782","UNAVAILABLE","CRANSTON                                ","CRA","16299984","1715682302000","1684146303000","Licensed","LITTLE PAWS PRIVATE DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421370105}","1697852496000","Y","null","8,286.59"
"36539","UNAVAILABLE","CRANSTON                                ","CRA","16271801","1705296711000","1673847111000","Pending Renewal","THE BEES KNEES DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX413584239}","1697852496000","Y","null","8,286.59"
"35583","UNAVAILABLE","CRANSTON                                ","CRA","16323255","1717854517000","1686318517000","Licensed","STAY-N-PLAY DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX430840552}","1697852496000","Y","null","8,286.59"
"25925","UNAVAILABLE","CRANSTON                                ","CRA","16280588","1706679009000","1675229409000","Licensed","CATARINA S DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX416582856}","1697852496000","Y","null","8,286.59"
"33330","UNAVAILABLE","CRANSTON                                ","CRA","16287153","1707715839000","1676266239000","Licensed","LITTLE ANGELS ACADEMY","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX418249180}","1697852496000","Y","null","8,286.59"
"32471","UNAVAILABLE","CRANSTON                                ","CRA","16297111","1710231197000","1678695197000","Licensed","KELSEYS PLAY AND LEARN DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX420555583}","1697852496000","Y","null","8,286.59"
"25773","UNAVAILABLE","CRANSTON                                ","CRA","16281990","1707111024000","1675661425000","Licensed","JOANNA S FAMILY DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX416811960}","1697852496000","Y","null","8,286.59"
"27791","UNAVAILABLE","CRANSTON                                ","CRA","16264939","1704188633000","1672739033000","Pending Renewal","THE PELLETIER DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX411932225}","1697852496000","Y","null","8,286.59"
"25784","UNAVAILABLE","CRANSTON                                ","CRA","16299620","1711465531000","1679929531000","Licensed","YUUKIS IMAGINATION STATION CHILD CARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421287311}","1697852496000","Y","null","8,286.59"
"35923","UNAVAILABLE","CRANSTON                                ","CRA","16365934","1722416247000","1690880247000","Licensed","LITTLE BEARS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX448041079}","1697852496000","Y","null","8,286.59"
"33329","UNAVAILABLE","CRANSTON                                ","CRA","16287096","1707715838000","1676266238000","Licensed","HAPPY UNICORNS ACADEMY ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX418233185}","1697852496000","Y","null","8,286.59"
"33604","UNAVAILABLE","CRANSTON                                ","CRA","16268104","1708004483000","1676554883000","Licensed","MI CASITA  BILINGUAL DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412643880}","1697852496000","Y","null","8,286.59"
"22864","UNAVAILABLE","CRANSTON                                ","CRA","16264632","1704883381000","1673433781000","Pending Renewal","DAYHOME OF AMANDA","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX411898143}","1697852496000","Y","null","8,286.59"
"21599","UNAVAILABLE","CRANSTON                                ","CRA","16265779","1704432614000","1672983014000","Pending Renewal","JAIME DEAN DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412040072}","1697852496000","Y","null","8,286.59"
"26199","UNAVAILABLE","CRANSTON                                ","CRA","16264657","1706782711000","1675333111000","Licensed","SABRINAS DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX411899325}","1697852496000","Y","null","8,286.59"
"22681","UNAVAILABLE","CRANSTON                                ","CRA","16267502","1705296669000","1673847069000","Pending Renewal","PINK AND BLUE DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412444588}","1697852496000","Y","null","8,286.59"
"36043","UNAVAILABLE","CRANSTON                                ","CRA","16265910","1704691829000","1673242229000","Pending Renewal","PATTYS CRANSTON DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412094629}","1697852496000","Y","null","8,286.59"
"35021","UNAVAILABLE","CRANSTON                                ","CRA","16267288","1704691838000","1673242238000","Pending Renewal","POWER DAY HOME (THE)","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412394074}","1697852496000","Y","null","8,286.59"
"23680","UNAVAILABLE","CRANSTON                                ","CRA","16268013","1705296671000","1673847071000","Pending Renewal","MI CASITA  BILINGUAL DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412613369}","1697852496000","Y","null","8,286.59"
"26213","UNAVAILABLE","CRANSTON                                ","CRA","16271975","1712071193000","1680535193000","Licensed","SLAVA MUSIC ACADEMY DAYCARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX413647159}","1697852496000","Y","null","8,286.59"
"36232","UNAVAILABLE","CRANSTON                                ","CRA","16265845","1704691828000","1673242228000","Pending Renewal","KOOLKIDZ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412065151}","1697852496000","Y","null","8,286.59"
"25463","UNAVAILABLE","ERIN WOODS","ERI","16304958","1711010655000","1679474655000","Licensed","DDAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423164745}","1697852496000","Y","null","8,456.04"
"26412","UNAVAILABLE","WILLOW PARK                             ","WIL","16291627","1708407029000","1676957429000","Licensed","KAREN'S DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX419266680}","1697852496000","Y","null","8,621.50"
"32694","UNAVAILABLE","WILLOW PARK                             ","WIL","16266215","1704691831000","1673242231000","Pending Renewal","DONGKIDOS DREAM SERENGETI CHILDCARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412196557}","1697852496000","Y","null","8,621.50"
"25732","UNAVAILABLE","ACADIA                                  ","ACA","16307746","1711465048000","1679929048000","Licensed","CHEYNE FAMILY DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424033255}","1697852496000","Y","null","8,810.87"
"33806","UNAVAILABLE","ACADIA                                  ","ACA","16330342","1716960614000","1685424615000","Licensed","JENNIFER SANDNESS","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX433809644}","1697852496000","Y","null","8,810.87"
"35207","UNAVAILABLE","ACADIA                                  ","ACA","16309692","1717756875000","1686220876000","Licensed","DEBBIE S DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424743879}","1697852496000","Y","null","8,810.87"
"36566","UNAVAILABLE","SUNDANCE","SDC","16313124","1717250174000","1685714174000","Licensed","VILLAGE DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX426143800}","1697852496000","Y","null","9,063.99"
"26410","UNAVAILABLE","SUNDANCE","SDC","16291791","1709973972000","1678437972000","Licensed","MARGARETS DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX419346674}","1697852496000","Y","null","9,063.99"
"25517","UNAVAILABLE","SUNDANCE","SDC","16275299","1712301697000","1680765697000","Licensed","ANNS DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX414687850}","1697852496000","Y","null","9,063.99"
"32973","UNAVAILABLE","SUNDANCE","SDC","16304172","1711016381000","1679480381000","Licensed","AUBREE AND FRIENDS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX422772799}","1697852496000","Y","null","9,063.99"
"22682","UNAVAILABLE","SUNDANCE","SDC","16267635","1705296669000","1673847069000","Pending Renewal","ANDREASDAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412464527}","1697852496000","Y","null","9,063.99"
"32479","UNAVAILABLE","SUNDANCE","SDC","16286023","1711016001000","1679480001000","Licensed","TNT DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX417889925}","1697852496000","Y","null","9,063.99"
"33922","UNAVAILABLE","SUNDANCE","SDC","16287278","1708686344000","1677236744000","Licensed","LISA REID PRIVATE CHILD CARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX418284172}","1697852496000","Y","null","9,063.99"
"26448","UNAVAILABLE","SUNDANCE","SDC","16291668","1710493740000","1678957740000","Licensed","JEAN'S DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX419294021}","1697852496000","Y","null","9,063.99"
"25960","UNAVAILABLE","MIDNAPORE                               ","MID","16299935","1712072629000","1680536629000","Licensed","CHILD-CARE_WITH SUE23","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421361357}","1697852496000","Y","null","9,308.53"
"34995","UNAVAILABLE","MIDNAPORE                               ","MID","16355406","1720855103000","1689319103000","Licensed","123 ME DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX443761477}","1697852496000","Y","null","9,308.53"
"25868","UNAVAILABLE","CHAPARRAL                               ","CHA","16305583","1712248114000","1680712114000","Licensed","LENA AND THE CHIPMUNKS","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423356183}","1697852496000","Y","null","9,426.82"
"27815","UNAVAILABLE","CHAPARRAL                               ","CHA","16389694","1727444152000","1695908152000","Licensed","THINKERY KIDS","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX459019365}","1697852496000","Y","null","9,426.82"
"32116","UNAVAILABLE","CHAPARRAL                               ","CHA","16326639","1718265164000","1686729165000","Licensed","ANDREAS DAYCARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX432052728}","1697852496000","Y","null","9,426.82"
"25733","UNAVAILABLE","CHAPARRAL                               ","CHA","16307761","1711795473000","1680259473000","Licensed","A HOME AWAY FROM HOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424037557}","1697852496000","Y","null","9,426.82"
"32617","UNAVAILABLE","CHAPARRAL                               ","CHA","16278418","1706506220000","1675056620000","Licensed","JODENES DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX415702190}","1697852496000","Y","null","9,426.82"
"26234","UNAVAILABLE","CHAPARRAL                               ","CHA","16299281","1711016698000","1679480699000","Licensed","JO-ANNES DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421220742}","1697852496000","Y","null","9,426.82"
"31784","UNAVAILABLE","CHAPARRAL                               ","CHA","16267924","1705037410000","1673587810000","Pending Renewal","SHELLYS WIGGLEZ AND GIGGLEZ DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412580196}","1697852496000","Y","null","9,426.82"
"26340","UNAVAILABLE","CHAPARRAL                               ","CHA","16290777","1712064361000","1680528361000","Licensed","PAMELA DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX419065091}","1697852496000","Y","null","9,426.82"
"35082","UNAVAILABLE","CHAPARRAL                               ","CHA","16322539","1714223482000","1682687482000","Licensed","JUMPING JELLIES ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX430472582}","1697852496000","Y","null","9,426.82"
"26242","UNAVAILABLE","FAIRVIEW                                ","FAI","16301806","1711008521000","1679472521000","Licensed","HALL DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421815537}","1697852496000","Y","null","9,740.63"
"32695","UNAVAILABLE","CANYON MEADOWS                          ","CAN","16266280","1704691831000","1673242231000","Pending Renewal","APRIL VERGUNST DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412211230}","1697852496000","Y","null","10,292.49"
"34994","UNAVAILABLE","CANYON MEADOWS                          ","CAN","16355638","1720848652000","1689312652000","Licensed","LITTLE SPROUTS OUT OF SCHOOL CLUBS","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX443888282}","1697852496000","Y","null","10,292.49"
"26125","UNAVAILABLE","CANYON MEADOWS                          ","CAN","16300303","1709616655000","1678080655000","Licensed","ANNES DAY HOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421425522}","1697852496000","Y","null","10,292.49"
"22146","UNAVAILABLE","CANYON MEADOWS                          ","CAN","16310153","1712046364000","1680510364000","Licensed","MI CASITA DAYHOME ","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424884539}","1697852496000","Y","null","10,292.49"
"34120","UNAVAILABLE","SOUTHWOOD                               ","SOW","16312209","1712035847000","1680499847000","Licensed","LYNNS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX425620756}","1697852496000","Y","null","10,477.59"
"26297","UNAVAILABLE","RED CARPET                              ","RED","16267239","1707206060000","1675756460000","Licensed","LITTLE STARS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX412382162}","1697852496000","Y","null","10,499.42"
"26240","UNAVAILABLE","FOREST LAWN                             ","FLN","16301731","1712219087000","1680683087000","Licensed","JOYFUL BLESSINGS","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX421778978}","1697852496000","Y","null","10,513.99"
"32484","UNAVAILABLE","WALDEN                                  ","WAL","16286734","1714023014000","1682487014000","Licensed","NAOMIS DAYCARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX418033679}","1697852496000","Y","null","10,790.68"
"25540","UNAVAILABLE","WALDEN                                  ","WAL","16308074","1712215113000","1680679113000","Licensed","WALDEN BABYSITTING","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX424186587}","1697852496000","Y","null","10,790.68"
"25571","UNAVAILABLE","WALDEN                                  ","WAL","16307068","1713881514000","1682345515000","Licensed","WALDEN LEARNING CENTER","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX423925006}","1697852496000","Y","null","10,790.68"
"35268","UNAVAILABLE","WALDEN                                  ","WAL","16334104","1719992768000","1688456768000","Licensed","SLAVA MUSIC ACADEMY DAYCARE","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX435586135}","1697852496000","Y","null","10,790.68"
"35451","UNAVAILABLE","WALDEN                                  ","WAL","16366007","1722317501000","1690781501000","Licensed","GIGIS DAYHOME","PRIVATE HOME-BASED CHILD CARE","{XXXXXXXX-XXXX-XXXX-XXXX-XXX448056421}","1697852496000","Y","null","10,790.68"
